NumberOfThreads;NumberOfIterations;RunTime;HowFair; 
92900;1;3.291e-06;1;
93000;1;3.288e-06;1;
93100;1;3.278e-06;1;
93200;1;3.307e-06;1;
93300;1;3.284e-06;1;
93400;1;3.244e-06;1;
93500;1;3.321e-06;1;
93600;1;3.281e-06;1;
93700;1;3.204e-06;1;
93800;1;3.284e-06;1;
93900;1;3.256e-06;1;
94000;1;3.41e-06;1;
94100;1;3.309e-06;1;
94200;1;3.309e-06;1;
94300;1;3.292e-06;1;
94400;1;3.308e-06;1;
94500;1;3.244e-06;1;
94600;1;3.488e-06;1;
94700;1;3.326e-06;1;
94800;1;3.243e-06;1;
94900;1;3.421e-06;1;
95000;1;2.934e-06;1;
95100;1;3.142e-06;1;
95200;1;3.314e-06;1;
95300;1;3.162e-06;1;
95400;1;2.986e-06;1;
95500;1;3.052e-06;1;
95600;1;3.356e-06;1;
95700;1;3.065e-06;1;
95800;1;3.144e-06;1;
95900;1;3.332e-06;1;
96000;1;3.099e-06;1;
96100;1;3.083e-06;1;
96200;1;3.004e-06;1;
96300;1;3.555e-06;1;
96400;1;3.186e-06;1;
96500;1;3.115e-06;1;
96600;1;3.01e-06;1;
96700;1;3.037e-06;1;
96800;1;3.178e-06;1;
96900;1;3.462e-06;1;
97000;1;3.148e-06;1;
97100;1;3.118e-06;1;
97200;1;3.601e-06;1;
97300;1;3.172e-06;1;
97400;1;3.658e-06;1;
97500;1;3.101e-06;1;
97600;1;3.282e-06;1;
97700;1;3.407e-06;1;
97800;1;3.886e-06;1;
97900;1;3.627e-06;1;
98000;1;3.611e-06;1;
98100;1;4.089e-06;1;
98200;1;3.476e-06;1;
98300;1;3.444e-06;1;
98400;1;3.196e-06;1;
98500;1;3.575e-06;1;
98600;1;3.296e-06;1;
98700;1;2.977e-06;1;
98800;1;3.179e-06;1;
98900;1;3.558e-06;1;
99000;1;3.699e-06;1;
99100;1;3.376e-06;1;
99200;1;3.924e-06;1;
99300;1;3.449e-06;1;
99400;1;3.558e-06;1;
99500;1;3.949e-06;1;
99600;1;3.331e-06;1;
99700;1;3.701e-06;1;
99800;1;3.416e-06;1;
99900;1;3.412e-06;1;
