NumberOfThreads;NumberOfIterations;RunTime;HowFair; 
7200;10;0.000102085;1;
7300;10;0.000113215;1;
7400;10;0.00549757;1;
7500;10;0.0962679;1;
7600;10;0.000432214;1;
7700;10;0.000184919;1;
7800;10;0.000140929;1;
7900;10;9.7212e-05;1;
8000;10;9.314e-05;1;
8100;10;0.0119723;1;
8200;10;0.00582198;1;
8300;10;0.000247062;1;
8400;10;0.0017795;1;
8500;10;0.00017858;1;
8600;10;5.8502e-05;1;
8700;10;7.2526e-05;1;
8800;10;7.452e-05;1;
8900;10;7.4769e-05;1;
9000;10;7.6106e-05;1;
9100;10;8.8936e-05;1;
9200;10;9.7492e-05;1;
9300;10;0.000102344;1;
9400;10;0.00154797;1;
9500;10;8.4372e-05;1;
9600;10;8.0476e-05;1;
9700;10;7.8157e-05;1;
9800;10;7.9988e-05;1;
9900;10;7.7861e-05;1;
10000;10;7.5907e-05;1;
10100;10;7.6657e-05;1;
10200;10;7.6012e-05;1;
10300;10;7.5796e-05;1;
10400;10;7.5326e-05;1;
10500;10;7.6831e-05;1;
10600;10;7.736e-05;1;
10700;10;7.5202e-05;1;
10800;10;7.4202e-05;1;
10900;10;7.4411e-05;1;
11000;10;7.3412e-05;1;
11100;10;9.519e-05;1;
11200;10;7.4399e-05;1;
11300;10;0.000147077;1;
11400;10;7.9513e-05;1;
11500;10;0.00662979;1;
11600;10;9.478e-05;1;
11700;10;0.00182655;1;
11800;10;0.000103005;1;
11900;10;8.594e-05;1;
12000;10;7.9081e-05;1;
12100;10;6.9771e-05;1;
12200;10;0.000657255;1;
12300;10;8.4918e-05;1;
12400;10;0.00395579;1;
12500;10;0.00352929;1;
12600;10;0.000632811;1;
12700;10;0.174303;1;
12800;10;0.000517076;1;
12900;10;0.000166152;1;
13000;10;0.000180536;1;
13100;10;0.000111081;1;
13200;10;0.00441067;1;
13300;10;0.000492163;1;
13400;10;0.000235896;1;
13500;10;0.001021;1;
13600;10;0.000263746;1;
13700;10;0.000135976;1;
13800;10;9.7619e-05;1;
13900;10;9.9067e-05;1;
14000;10;8.0193e-05;1;
14100;10;9.1607e-05;1;
14200;10;0.000237698;1;
14300;10;0.00366557;1;
14400;10;0.00106116;1;
14500;10;0.000499551;1;
14600;10;7.9086e-05;1;
14700;10;6.8228e-05;1;
14800;10;0.000205767;1;
14900;10;8.6886e-05;1;
15000;10;9.8212e-05;1;
15100;10;8.4622e-05;1;
15200;10;5.8884e-05;1;
15300;10;0.000845722;1;
15400;10;0.000215276;1;
15500;10;0.000132493;1;
15600;10;0.000119554;1;
15700;10;0.00014468;1;
15800;10;0.000233342;1;
15900;10;8.3276e-05;1;
16000;10;5.0946e-05;1;
16100;10;5.8942e-05;1;
16200;10;8.6736e-05;1;
16300;10;6.1828e-05;1;
16400;10;6.3239e-05;1;
16500;10;0.00029419;1;
16600;10;0.000600552;1;
16700;10;7.859e-05;1;
16800;10;7.1512e-05;1;
16900;10;8.6995e-05;1;
17000;10;7.5409e-05;1;
17100;10;9.1649e-05;1;
17200;10;5.8948e-05;1;
17300;10;5.8585e-05;1;
17400;10;5.8649e-05;1;
17500;10;5.9551e-05;1;
17600;10;0.000109153;1;
17700;10;5.7376e-05;1;
17800;10;5.5289e-05;1;
17900;10;0.000134088;1;
18000;10;0.000427375;1;
18100;10;0.00408386;1;
18200;10;0.00486425;1;
18300;10;0.00539739;1;
18400;10;0.000901137;1;
18500;10;0.000644712;1;
18600;10;0.000482759;1;
18700;10;0.000298657;1;
18800;10;5.2983e-05;1;
18900;10;0.000657669;1;
19000;10;7.6819e-05;1;
19100;10;6.3668e-05;1;
19200;10;6.2989e-05;1;
19300;10;9.6208e-05;1;
19400;10;7.8363e-05;1;
19500;10;0.000130191;1;
19600;10;7.7579e-05;1;
19700;10;0.0018902;1;
19800;10;6.8251e-05;1;
19900;10;0.00152208;1;
20000;10;7.8131e-05;1;
20100;10;7.997e-05;1;
20200;10;7.6248e-05;1;
20300;10;7.2844e-05;1;
20400;10;8.2685e-05;1;
20500;10;6.6083e-05;1;
20600;10;0.000501916;1;
20700;10;6.2297e-05;1;
20800;10;6.3134e-05;1;
20900;10;0.00219605;1;
21000;10;0.000996491;1;
21100;10;0.000833497;1;
21200;10;5.356e-05;1;
21300;10;5.26e-05;1;
21400;10;4.9993e-05;1;
21500;10;5.2013e-05;1;
21600;10;5.5206e-05;1;
21700;10;5.1116e-05;1;
21800;10;5.1613e-05;1;
21900;10;0.00177282;1;
22000;10;7.5365e-05;1;
22100;10;0.000739762;1;
22200;10;6.0045e-05;1;
22300;10;0.00015939;1;
22400;10;0.000133476;1;
22500;10;5.294e-05;1;
22600;10;0.000112244;1;
22700;10;0.00255701;1;
22800;10;0.000113493;1;
22900;10;0.000711711;1;
23000;10;9.154e-05;1;
23100;10;3.5622e-05;1;
23200;10;6.6467e-05;1;
23300;10;6.1268e-05;1;
23400;10;5.6384e-05;1;
23500;10;0.000102435;1;
23600;10;0.00268474;1;
23700;10;8.2666e-05;1;
23800;10;6.2175e-05;1;
23900;10;0.409081;1;
24000;10;0.00504065;1;
24100;10;0.000684242;1;
24200;10;0.00317911;1;
24300;10;0.00416506;1;
24400;10;0.00183746;1;
24500;10;0.000364887;1;
24600;10;8.1557e-05;1;
24700;10;0.000115792;1;
24800;10;6.5879e-05;1;
24900;10;6.5937e-05;1;
25000;10;6.4155e-05;1;
25100;10;6.4719e-05;1;
25200;10;5.5696e-05;1;
25300;10;6.6701e-05;1;
25400;10;6.7455e-05;1;
25500;10;5.5567e-05;1;
25600;10;5.5552e-05;1;
25700;10;6.5375e-05;1;
25800;10;5.3569e-05;1;
25900;10;6.2874e-05;1;
26000;10;0.00010381;1;
26100;10;5.6175e-05;1;
26200;10;5.6032e-05;1;
26300;10;0.000172723;1;
26400;10;3.8437e-05;1;
26500;10;6.9851e-05;1;
26600;10;8.435e-05;1;
26700;10;0.000249461;1;
26800;10;0.000382799;1;
26900;10;0.00414715;1;
27000;10;0.000321925;1;
27100;10;0.000195402;1;
27200;10;5.9043e-05;1;
27300;10;5.1179e-05;1;
27400;10;0.000813078;1;
27500;10;5.4528e-05;1;
27600;10;0.000154729;1;
27700;10;0.000708761;1;
27800;10;7.282e-05;1;
27900;10;7.0082e-05;1;
28000;10;7.5956e-05;1;
28100;10;7.0625e-05;1;
28200;10;0.00017297;1;
28300;10;7.3933e-05;1;
28400;10;7.1622e-05;1;
28500;10;7.0318e-05;1;
28600;10;6.9416e-05;1;
28700;10;7.0579e-05;1;
28800;10;6.5712e-05;1;
28900;10;7.4786e-05;1;
29000;10;8.1783e-05;1;
29100;10;3.8225e-05;1;
29200;10;7.1288e-05;1;
29300;10;0.0526348;1;
29400;10;0.000476995;1;
29500;10;0.000115819;1;
29600;10;9.0071e-05;1;
29700;10;0.000109442;1;
29800;10;0.000101172;1;
29900;10;7.6838e-05;1;
30000;10;0.00491285;1;
30100;10;0.0019061;1;
30200;10;0.000369887;1;
30300;10;0.00370702;1;
30400;10;0.000463361;1;
30500;10;0.000353979;1;
30600;10;0.000330367;1;
30700;10;0.00097965;1;
30800;10;0.000717826;1;
30900;10;0.000166412;1;
31000;10;0.000370406;1;
31100;10;0.000397952;1;
31200;10;0.000663971;1;
31300;10;0.0018154;1;
31400;10;0.000215169;1;
31500;10;8.0934e-05;1;
31600;10;0.000183343;1;
31700;10;9.4355e-05;1;
31800;10;0.00010967;1;
31900;10;0.000103394;1;
32000;10;6.0614e-05;1;
32100;10;6.1382e-05;1;
32200;10;4.8482e-05;1;
32300;10;5.225e-05;1;
32400;10;4.507e-05;1;
32500;10;5.4552e-05;1;
32600;10;6.0824e-05;1;
32700;10;5.5836e-05;1;
32800;10;5.9481e-05;1;
32900;10;5.5398e-05;1;
33000;10;6.1932e-05;1;
33100;10;5.6997e-05;1;
33200;10;5.7515e-05;1;
33300;10;5.7176e-05;1;
33400;10;5.7167e-05;1;
33500;10;5.9656e-05;1;
33600;10;6.1074e-05;1;
33700;10;5.6924e-05;1;
33800;10;0.000213293;1;
33900;10;5.907e-05;1;
34000;10;5.5877e-05;1;
34100;10;5.9749e-05;1;
34200;10;0.000103148;1;
34300;10;0.00164912;1;
34400;10;0.000645977;1;
34500;10;0.00440316;1;
34600;10;0.000957583;1;
34700;10;0.000619155;1;
34800;10;9.3087e-05;1;
34900;10;0.321026;1;
35000;10;0.00048789;1;
35100;10;0.000182845;1;
35200;10;0.000147132;1;
35300;10;7.9905e-05;1;
35400;10;0.00132775;1;
35500;10;6.9021e-05;1;
35600;10;5.4648e-05;1;
35700;10;5.3928e-05;1;
35800;10;5.6427e-05;1;
35900;10;5.3609e-05;1;
36000;10;5.3978e-05;1;
36100;10;5.4852e-05;1;
36200;10;5.5066e-05;1;
36300;10;5.3088e-05;1;
36400;10;5.5349e-05;1;
36500;10;5.2456e-05;1;
36600;10;5.3586e-05;1;
36700;10;5.3392e-05;1;
36800;10;5.3428e-05;1;
36900;10;5.5829e-05;1;
37000;10;5.3508e-05;1;
37100;10;5.5369e-05;1;
37200;10;5.2527e-05;1;
37300;10;5.3641e-05;1;
37400;10;0.000195426;1;
37500;10;4.1988e-05;1;
37600;10;4.0782e-05;1;
37700;10;4.0621e-05;1;
37800;10;4.1567e-05;1;
37900;10;4.0076e-05;1;
38000;10;4.0298e-05;1;
38100;10;3.9164e-05;1;
38200;10;4.4073e-05;1;
38300;10;4.3453e-05;1;
38400;10;4.3636e-05;1;
38500;10;4.3535e-05;1;
38600;10;0.000133661;1;
38700;10;4.7084e-05;1;
38800;10;4.4775e-05;1;
38900;10;0.347638;1;
39000;10;0.00024499;1;
39100;10;0.000133816;1;
39200;10;0.000102875;1;
39300;10;0.000107497;1;
39400;10;0.000112274;1;
39500;10;6.7685e-05;1;
39600;10;0.00488727;1;
39700;10;0.000259321;1;
39800;10;0.000140615;1;
39900;10;0.00011028;1;
40000;10;0.000102232;1;
40100;10;9.2905e-05;1;
40200;10;0.00166659;1;
40300;10;0.000304494;1;
40400;10;0.000152964;1;
40500;10;0.000111847;1;
40600;10;0.000205153;1;
40700;10;0.000100893;1;
40800;10;9.1035e-05;1;
40900;10;8.8043e-05;1;
41000;10;0.00177623;1;
41100;10;8.3251e-05;1;
41200;10;0.000114845;1;
41300;10;0.000103225;1;
41400;10;9.7846e-05;1;
41500;10;0.000922355;1;
41600;10;0.000118044;1;
41700;10;9.1291e-05;1;
41800;10;0.000183384;1;
41900;10;0.00173383;1;
42000;10;0.000213953;1;
42100;10;0.000164021;1;
42200;10;0.000209743;1;
42300;10;0.000145149;1;
42400;10;0.000133031;1;
42500;10;0.00483157;1;
42600;10;0.00281154;1;
42700;10;0.000559275;1;
42800;10;0.000850584;1;
42900;10;0.00022965;1;
43000;10;0.000127409;1;
43100;10;0.000141815;1;
43200;10;0.000142576;1;
43300;10;0.000133335;1;
43400;10;0.00190164;1;
43500;10;0.000219283;1;
43600;10;5.6529e-05;1;
43700;10;0.00013624;1;
43800;10;0.000113578;1;
43900;10;7.625e-05;1;
44000;10;0.000181407;1;
44100;10;0.00206954;1;
44200;10;8.0192e-05;1;
44300;10;0.000143629;1;
44400;10;0.000131099;1;
44500;10;0.000125088;1;
44600;10;0.00162753;1;
44700;10;0.000213111;1;
44800;10;0.000354586;1;
44900;10;0.000154711;1;
45000;10;0.000605796;1;
45100;10;0.000152077;1;
45200;10;0.000721218;1;
45300;10;0.000279724;1;
45400;10;7.9897e-05;1;
45500;10;0.00251309;1;
45600;10;5.6469e-05;1;
45700;10;4.9431e-05;1;
45800;10;0.000498008;1;
45900;10;0.000550229;1;
46000;10;0.00247123;1;
46100;10;0.000363838;1;
46200;10;0.000148371;1;
46300;10;8.8519e-05;1;
46400;10;0.000716513;1;
46500;10;0.000215353;1;
46600;10;8.8374e-05;1;
46700;10;3.6959e-05;1;
46800;10;5.0457e-05;1;
46900;10;0.000176897;1;
47000;10;3.9817e-05;1;
47100;10;0.000106897;1;
47200;10;0.00062305;1;
47300;10;0.000124222;1;
47400;10;4.1208e-05;1;
47500;10;4.0807e-05;1;
47600;10;3.9508e-05;1;
47700;10;3.8036e-05;1;
47800;10;3.8153e-05;1;
47900;10;3.8682e-05;1;
48000;10;3.7878e-05;1;
48100;10;3.9575e-05;1;
48200;10;4.1284e-05;1;
48300;10;3.8225e-05;1;
48400;10;4.0186e-05;1;
48500;10;4.0007e-05;1;
48600;10;5.9381e-05;1;
48700;10;4.3961e-05;1;
48800;10;3.9878e-05;1;
48900;10;5.2179e-05;1;
49000;10;7.8065e-05;1;
49100;10;5.93e-05;1;
49200;10;6.3367e-05;1;
49300;10;8.7194e-05;1;
49400;10;0.000170137;1;
49500;10;6.2045e-05;1;
49600;10;0.000155062;1;
49700;10;5.9879e-05;1;
49800;10;5.9366e-05;1;
49900;10;0.388717;1;
50000;10;0.00105861;1;
50100;10;0.00172085;1;
50200;10;0.000181338;1;
50300;10;6.2302e-05;1;
50400;10;5.8418e-05;1;
50500;10;5.7727e-05;1;
50600;10;7.0605e-05;1;
50700;10;0.000186376;1;
50800;10;0.000169258;1;
50900;10;6.6372e-05;1;
51000;10;5.6569e-05;1;
51100;10;5.8473e-05;1;
51200;10;7.6478e-05;1;
51300;10;5.5856e-05;1;
51400;10;6.1019e-05;1;
51500;10;6.1648e-05;1;
51600;10;5.973e-05;1;
51700;10;6.48e-05;1;
51800;10;6.1972e-05;1;
51900;10;0.000168561;1;
52000;10;6.0921e-05;1;
52100;10;7.8e-05;1;
52200;10;7.0909e-05;1;
52300;10;0.000151344;1;
52400;10;5.683e-05;1;
52500;10;5.8542e-05;1;
52600;10;5.9202e-05;1;
52700;10;5.7134e-05;1;
52800;10;7.3552e-05;1;
52900;10;6.984e-05;1;
53000;10;6.9728e-05;1;
53100;10;6.8108e-05;1;
53200;10;6.6782e-05;1;
53300;10;7.5466e-05;1;
53400;10;6.6564e-05;1;
53500;10;6.6959e-05;1;
53600;10;0.000119883;1;
53700;10;7.5204e-05;1;
53800;10;5.5254e-05;1;
53900;10;6.5348e-05;1;
54000;10;7.7513e-05;1;
54100;10;5.4163e-05;1;
54200;10;9.3592e-05;1;
54300;10;6.4361e-05;1;
54400;10;6.4653e-05;1;
54500;10;6.4384e-05;1;
54600;10;6.4695e-05;1;
54700;10;6.4402e-05;1;
54800;10;6.4165e-05;1;
54900;10;6.2925e-05;1;
55000;10;6.0328e-05;1;
55100;10;0.000234686;1;
55200;10;0.000314445;1;
55300;10;6.414e-05;1;
55400;10;5.9226e-05;1;
55500;10;6.0699e-05;1;
55600;10;6.5378e-05;1;
55700;10;6.4868e-05;1;
55800;10;5.8071e-05;1;
55900;10;5.9303e-05;1;
56000;10;5.9175e-05;1;
56100;10;0.083377;1;
56200;10;0.0134492;1;
56300;10;0.000101698;1;
56400;10;9.0142e-05;1;
56500;10;8.6909e-05;1;
56600;10;8.6662e-05;1;
56700;10;9.1236e-05;1;
56800;10;9.382e-05;1;
56900;10;9.3617e-05;1;
57000;10;9.3681e-05;1;
57100;10;7.9855e-05;1;
57200;10;7.7425e-05;1;
57300;10;7.9382e-05;1;
57400;10;7.775e-05;1;
57500;10;7.8528e-05;1;
57600;10;8.0154e-05;1;
57700;10;7.9078e-05;1;
57800;10;8.1039e-05;1;
57900;10;9.0989e-05;1;
58000;10;0.00010981;1;
58100;10;0.00076483;1;
58200;10;0.0024888;1;
58300;10;0.0019074;1;
58400;10;0.388078;1;
58500;10;0.000123769;1;
58600;10;0.000112404;1;
58700;10;9.4647e-05;1;
58800;10;0.000115759;1;
58900;10;0.00010734;1;
59000;10;0.00425878;1;
59100;10;0.00456295;1;
59200;10;0.00190646;1;
59300;10;5.9601e-05;1;
59400;10;7.5408e-05;1;
59500;10;5.6359e-05;1;
59600;10;0.000401242;1;
59700;10;0.000992003;1;
59800;10;0.000994434;1;
59900;10;0.00183271;1;
60000;10;0.000293265;1;
60100;10;0.000199954;1;
60200;10;0.00165936;1;
60300;10;0.00057533;1;
60400;10;0.000256336;1;
60500;10;0.000611314;1;
60600;10;0.00014825;1;
60700;10;8.2945e-05;1;
60800;10;6.4729e-05;1;
60900;10;0.000111557;1;
61000;10;9.72e-05;1;
61100;10;0.000269892;1;
61200;10;0.000110195;1;
61300;10;0.00015853;1;
61400;10;8.8284e-05;1;
61500;10;0.000328498;1;
61600;10;0.000633044;1;
61700;10;0.00301297;1;
61800;10;0.0005614;1;
61900;10;0.000312723;1;
62000;10;0.000770331;1;
62100;10;0.000727128;1;
62200;10;0.00155806;1;
62300;10;0.000458858;1;
62400;10;0.000693259;1;
62500;10;3.1802e-05;1;
62600;10;3.1109e-05;1;
62700;10;2.7576e-05;1;
62800;10;0.000126594;1;
62900;10;0.000243026;1;
63000;10;0.00050072;1;
63100;10;0.0007515;1;
63200;10;8.4677e-05;1;
63300;10;5.6634e-05;1;
63400;10;7.3573e-05;1;
63500;10;8.1079e-05;1;
63600;10;5.697e-05;1;
63700;10;6.0676e-05;1;
63800;10;3.8753e-05;1;
63900;10;0.000219314;1;
64000;10;0.00198718;1;
64100;10;5.7685e-05;1;
64200;10;5.747e-05;1;
64300;10;7.3746e-05;1;
64400;10;9.2234e-05;1;
64500;10;9.1149e-05;1;
64600;10;0.00011256;1;
64700;10;6.8265e-05;1;
64800;10;0.000242373;1;
64900;10;0.000200828;1;
65000;10;0.000206613;1;
65100;10;0.000153015;1;
65200;10;0.0017807;1;
65300;10;8.4016e-05;1;
65400;10;0.000487881;1;
65500;10;0.000197344;1;
65600;10;0.00280283;1;
65700;10;0.00040992;1;
65800;10;0.00365;1;
65900;10;0.000640514;1;
66000;10;0.000306746;1;
66100;10;0.000215047;1;
66200;10;5.9168e-05;1;
66300;10;5.9116e-05;1;
66400;10;0.000114471;1;
66500;10;0.000335593;1;
66600;10;2.8852e-05;1;
66700;10;5.0981e-05;1;
66800;10;0.000689054;1;
66900;10;9.3446e-05;1;
67000;10;4.9798e-05;1;
67100;10;3.2284e-05;1;
67200;10;4.3263e-05;1;
67300;10;5.3948e-05;1;
67400;10;5.7399e-05;1;
67500;10;6.867e-05;1;
67600;10;0.0017508;1;
67700;10;5.994e-05;1;
67800;10;5.6272e-05;1;
67900;10;6.0752e-05;1;
68000;10;0.000308712;1;
68100;10;0.000104122;1;
68200;10;0.000181966;1;
68300;10;0.000846523;1;
68400;10;6.1665e-05;1;
68500;10;0.000122194;1;
68600;10;4.187e-05;1;
68700;10;0.000190259;1;
68800;10;0.000193715;1;
68900;10;0.000184034;1;
69000;10;0.00300819;1;
69100;10;5.8531e-05;1;
69200;10;0.000183798;1;
69300;10;0.00102713;1;
69400;10;4.5269e-05;1;
69500;10;3.8647e-05;1;
69600;10;0.000212355;1;
69700;10;7.7553e-05;1;
69800;10;7.0871e-05;1;
69900;10;7.0745e-05;1;
70000;10;6.8363e-05;1;
70100;10;0.000170223;1;
70200;10;0.0020968;1;
70300;10;0.00397392;1;
70400;10;0.00168746;1;
70500;10;0.000228714;1;
70600;10;0.000277448;1;
70700;10;0.00143687;1;
70800;10;0.000962067;1;
70900;10;0.000131715;1;
71000;10;0.00101471;1;
71100;10;6.5693e-05;1;
71200;10;4.0731e-05;1;
71300;10;0.000694359;1;
71400;10;5.2661e-05;1;
71500;10;8.3172e-05;1;
71600;10;4.5987e-05;1;
71700;10;8.0745e-05;1;
71800;10;0.000120674;1;
71900;10;7.2224e-05;1;
72000;10;5.3954e-05;1;
72100;10;0.00196688;1;
72200;10;8.6253e-05;1;
72300;10;9.9887e-05;1;
72400;10;0.00140723;1;
72500;10;0.000955973;1;
72600;10;0.000670734;1;
72700;10;0.000117321;1;
72800;10;0.00093978;1;
72900;10;0.000488506;1;
73000;10;7.5076e-05;1;
73100;10;5.3558e-05;1;
73200;10;9.0481e-05;1;
73300;10;5.0901e-05;1;
73400;10;5.2157e-05;1;
73500;10;6.2187e-05;1;
73600;10;5.05e-05;1;
73700;10;5.807e-05;1;
73800;10;7.8427e-05;1;
73900;10;7.5838e-05;1;
74000;10;0.000150916;1;
74100;10;8.1914e-05;1;
74200;10;0.000220587;1;
74300;10;0.000237349;1;
74400;10;8.9329e-05;1;
74500;10;0.00175095;1;
74600;10;0.000178012;1;
74700;10;0.000715944;1;
74800;10;0.00197986;1;
74900;10;8.1351e-05;1;
75000;10;0.00396706;1;
75100;10;0.000814009;1;
75200;10;0.00167707;1;
75300;10;0.00132973;1;
75400;10;0.00113691;1;
75500;10;0.000111625;1;
75600;10;0.00375111;1;
75700;10;0.0011806;1;
75800;10;6.8067e-05;1;
75900;10;0.000687114;1;
76000;10;0.000191007;1;
76100;10;0.00320315;1;
76200;10;0.000237125;1;
76300;10;0.000326538;1;
76400;10;0.000496622;1;
76500;10;0.000275335;1;
76600;10;0.00204481;1;
76700;10;5.6272e-05;1;
76800;10;5.5938e-05;1;
76900;10;4.7736e-05;1;
77000;10;0.00098727;1;
77100;10;5.8694e-05;1;
77200;10;4.8169e-05;1;
77300;10;3.2538e-05;1;
77400;10;3.6813e-05;1;
77500;10;5.9904e-05;1;
77600;10;5.8697e-05;1;
77700;10;5.8666e-05;1;
77800;10;6.0637e-05;1;
77900;10;5.8443e-05;1;
78000;10;5.7017e-05;1;
78100;10;3.0519e-05;1;
78200;10;7.2625e-05;1;
78300;10;0.000231477;1;
78400;10;0.000781435;1;
78500;10;0.000695954;1;
78600;10;6.0896e-05;1;
78700;10;5.4526e-05;1;
78800;10;7.0474e-05;1;
78900;10;0.000291411;1;
79000;10;5.2815e-05;1;
79100;10;3.5233e-05;1;
79200;10;0.00061371;1;
79300;10;3.5771e-05;1;
79400;10;6.3895e-05;1;
79500;10;0.000151243;1;
79600;10;6.4249e-05;1;
79700;10;5.6905e-05;1;
79800;10;3.2116e-05;1;
79900;10;6.2668e-05;1;
80000;10;5.9224e-05;1;
80100;10;3.1762e-05;1;
80200;10;3.4817e-05;1;
80300;10;3.5419e-05;1;
80400;10;3.3618e-05;1;
80500;10;6.2893e-05;1;
80600;10;5.6843e-05;1;
80700;10;5.9379e-05;1;
80800;10;5.7379e-05;1;
80900;10;3.2953e-05;1;
81000;10;3.6757e-05;1;
81100;10;3.4652e-05;1;
81200;10;6.1915e-05;1;
81300;10;5.9407e-05;1;
81400;10;5.8745e-05;1;
81500;10;3.2963e-05;1;
81600;10;3.5262e-05;1;
81700;10;6.3582e-05;1;
81800;10;5.9108e-05;1;
81900;10;3.2958e-05;1;
82000;10;9.867e-05;1;
82100;10;6.3921e-05;1;
82200;10;5.9515e-05;1;
82300;10;3.2621e-05;1;
82400;10;6.0289e-05;1;
82500;10;0.000171746;1;
82600;10;0.000409994;1;
82700;10;6.062e-05;1;
82800;10;0.000173716;1;
82900;10;5.2478e-05;1;
83000;10;0.00120796;1;
83100;10;7.1163e-05;1;
83200;10;0.000109084;1;
83300;10;5.9705e-05;1;
83400;10;5.8766e-05;1;
83500;10;6.2299e-05;1;
83600;10;5.9083e-05;1;
83700;10;6.1245e-05;1;
83800;10;9.3745e-05;1;
83900;10;5.6134e-05;1;
84000;10;5.7471e-05;1;
84100;10;5.2411e-05;1;
84200;10;0.338823;1;
84300;10;0.000200657;1;
84400;10;6.8726e-05;1;
84500;10;0.000154649;1;
84600;10;0.000107467;1;
84700;10;9.9369e-05;1;
84800;10;9.3017e-05;1;
84900;10;0.00291453;1;
85000;10;5.0411e-05;1;
85100;10;0.000610293;1;
85200;10;0.000737643;1;
85300;10;5.2645e-05;1;
85400;10;5.4001e-05;1;
85500;10;5.7141e-05;1;
85600;10;5.6437e-05;1;
85700;10;5.77e-05;1;
85800;10;5.6519e-05;1;
85900;10;5.6524e-05;1;
86000;10;5.4718e-05;1;
86100;10;5.1705e-05;1;
86200;10;6.0136e-05;1;
86300;10;4.3304e-05;1;
86400;10;5.5962e-05;1;
86500;10;0.000411258;1;
86600;10;5.1681e-05;1;
86700;10;0.00520639;1;
86800;10;0.00130338;1;
86900;10;0.000104418;1;
87000;10;9.0478e-05;1;
87100;10;0.000242395;1;
87200;10;0.00132599;1;
87300;10;0.000207019;1;
87400;10;0.000152748;1;
87500;10;6.0675e-05;1;
87600;10;5.8952e-05;1;
87700;10;5.759e-05;1;
87800;10;5.2582e-05;1;
87900;10;5.4073e-05;1;
88000;10;8.209e-05;1;
88100;10;0.00114997;1;
88200;10;8.4118e-05;1;
88300;10;8.0772e-05;1;
88400;10;9.7063e-05;1;
88500;10;0.42491;1;
88600;10;0.000281053;1;
88700;10;0.000351058;1;
88800;10;0.00311269;1;
88900;10;5.1757e-05;1;
89000;10;4.6598e-05;1;
89100;10;4.5751e-05;1;
89200;10;4.5242e-05;1;
89300;10;4.5512e-05;1;
89400;10;4.6162e-05;1;
89500;10;8.574e-05;1;
89600;10;4.6401e-05;1;
89700;10;5.5754e-05;1;
89800;10;0.000284699;1;
89900;10;5.1089e-05;1;
90000;10;2.8097e-05;1;
90100;10;6.9059e-05;1;
90200;10;0.000136185;1;
90300;10;6.8473e-05;1;
90400;10;0.000260068;1;
90500;10;0.000741239;1;
90600;10;5.4832e-05;1;
90700;10;0.000610743;1;
90800;10;4.8666e-05;1;
90900;10;5.5306e-05;1;
91000;10;5.5824e-05;1;
91100;10;5.3372e-05;1;
91200;10;5.2784e-05;1;
91300;10;5.3365e-05;1;
91400;10;5.2839e-05;1;
91500;10;5.4313e-05;1;
91600;10;5.2877e-05;1;
91700;10;5.2783e-05;1;
91800;10;5.3686e-05;1;
91900;10;5.3427e-05;1;
92000;10;5.3335e-05;1;
92100;10;5.3014e-05;1;
