NumberOfThreads;NumberOfIterations;RunTime;HowFair; 
20500;8;4.679e-05;1;
20600;8;4.5156e-05;1;
20700;8;7.2803e-05;1;
20800;8;0.000675651;1;
20900;8;0.000905044;1;
21000;8;0.00370439;1;
21100;8;0.00372416;1;
21200;8;0.00529762;1;
21300;8;0.000944904;1;
21400;8;6.6565e-05;1;
21500;8;0.00479813;1;
21600;8;0.00124212;1;
21700;8;0.000611238;1;
21800;8;0.000777842;1;
21900;8;0.00102325;1;
22000;8;0.000734482;1;
22100;8;0.000112099;1;
22200;8;9.5836e-05;1;
22300;8;0.00092987;1;
22400;8;0.000166616;1;
22500;8;4.8904e-05;1;
22600;8;5.9723e-05;1;
22700;8;0.000105817;1;
22800;8;0.000237773;1;
22900;8;3.9351e-05;1;
23000;8;2.1962e-05;1;
23100;8;4.2634e-05;1;
23200;8;2.1608e-05;1;
23300;8;4.7019e-05;1;
23400;8;5.7306e-05;1;
23500;8;9.4074e-05;1;
23600;8;4.6631e-05;1;
23700;8;0.000123498;1;
23800;8;6.4222e-05;1;
23900;8;2.3021e-05;1;
24000;8;0.377887;1;
24100;8;0.450396;1;
24200;8;0.000257227;1;
24300;8;0.000259589;1;
24400;8;0.000101671;1;
24500;8;0.00012516;1;
24600;8;0.0072876;1;
24700;8;0.00176471;1;
24800;8;3.4227e-05;1;
24900;8;0.00146584;1;
25000;8;0.0063764;1;
25100;8;6.797e-05;1;
25200;8;0.00235436;1;
25300;8;0.000602096;1;
25400;8;6.9011e-05;1;
25500;8;0.000103824;1;
25600;8;0.00110874;1;
25700;8;0.000104312;1;
25800;8;0.000550751;1;
25900;8;0.00012206;1;
26000;8;0.000128945;1;
26100;8;0.00426234;1;
26200;8;0.000728887;1;
26300;8;0.000992383;1;
26400;8;4.6741e-05;1;
26500;8;3.824e-05;1;
26600;8;3.8726e-05;1;
26700;8;3.856e-05;1;
26800;8;3.9139e-05;1;
26900;8;3.8275e-05;1;
27000;8;3.8606e-05;1;
27100;8;5.1617e-05;1;
27200;8;3.0503e-05;1;
27300;8;4.1987e-05;1;
27400;8;0.267011;1;
27500;8;0.000227085;1;
27600;8;6.7604e-05;1;
27700;8;8.7204e-05;1;
27800;8;0.00010756;1;
27900;8;0.000175047;1;
28000;8;0.00208337;1;
28100;8;5.0092e-05;1;
28200;8;5.3744e-05;1;
28300;8;5.5363e-05;1;
28400;8;5.3824e-05;1;
28500;8;5.1844e-05;1;
28600;8;5.1915e-05;1;
28700;8;5.2205e-05;1;
28800;8;4.7404e-05;1;
28900;8;4.9923e-05;1;
29000;8;5.2095e-05;1;
29100;8;0.000144033;1;
29200;8;5.3308e-05;1;
29300;8;5.2927e-05;1;
29400;8;5.1959e-05;1;
29500;8;5.3253e-05;1;
29600;8;5.0672e-05;1;
29700;8;4.9947e-05;1;
29800;8;5.3597e-05;1;
29900;8;5.0741e-05;1;
30000;8;5.2184e-05;1;
30100;8;4.7585e-05;1;
30200;8;5.0012e-05;1;
30300;8;5.2198e-05;1;
30400;8;5.4096e-05;1;
30500;8;5.3358e-05;1;
30600;8;0.000424045;1;
30700;8;0.000217383;1;
30800;8;0.000112819;1;
30900;8;4.4303e-05;1;
31000;8;5.4201e-05;1;
31100;8;4.5428e-05;1;
31200;8;4.7764e-05;1;
31300;8;4.7805e-05;1;
31400;8;4.6307e-05;1;
31500;8;4.654e-05;1;
31600;8;4.6479e-05;1;
31700;8;5.7053e-05;1;
31800;8;5.1113e-05;1;
31900;8;5.128e-05;1;
32000;8;5.6654e-05;1;
32100;8;5.0998e-05;1;
32200;8;5.7573e-05;1;
32300;8;4.2933e-05;1;
32400;8;4.4735e-05;1;
32500;8;4.4304e-05;1;
32600;8;4.8105e-05;1;
32700;8;4.6446e-05;1;
32800;8;4.5426e-05;1;
32900;8;4.4341e-05;1;
33000;8;4.2854e-05;1;
33100;8;4.4448e-05;1;
33200;8;4.4525e-05;1;
33300;8;4.4332e-05;1;
33400;8;4.4222e-05;1;
33500;8;4.4198e-05;1;
33600;8;5.0259e-05;1;
33700;8;4.3858e-05;1;
33800;8;4.3278e-05;1;
33900;8;3.4812e-05;1;
34000;8;4.5878e-05;1;
34100;8;4.4623e-05;1;
34200;8;4.4876e-05;1;
34300;8;4.4182e-05;1;
34400;8;4.8298e-05;1;
34500;8;4.5125e-05;1;
34600;8;4.5096e-05;1;
34700;8;4.5011e-05;1;
34800;8;6.2611e-05;1;
34900;8;4.5522e-05;1;
35000;8;4.4615e-05;1;
35100;8;4.5696e-05;1;
35200;8;4.4429e-05;1;
35300;8;4.5067e-05;1;
35400;8;4.4971e-05;1;
35500;8;4.4798e-05;1;
35600;8;4.538e-05;1;
35700;8;4.6866e-05;1;
35800;8;0.00012339;1;
35900;8;4.5353e-05;1;
36000;8;4.8744e-05;1;
36100;8;0.00020252;1;
36200;8;0.000333105;1;
36300;8;0.0122488;1;
36400;8;6.6705e-05;1;
36500;8;6.2138e-05;1;
36600;8;5.9816e-05;1;
36700;8;0.0039084;1;
36800;8;0.000503285;1;
36900;8;0.00161566;1;
37000;8;0.00109535;1;
37100;8;0.000669599;1;
37200;8;5.1691e-05;1;
37300;8;4.8763e-05;1;
37400;8;4.1892e-05;1;
37500;8;8.1341e-05;1;
37600;8;6.6181e-05;1;
37700;8;0.00679209;1;
37800;8;8.1768e-05;1;
37900;8;5.9569e-05;1;
38000;8;0.000368704;1;
38100;8;6.2878e-05;1;
38200;8;5.6606e-05;1;
38300;8;5.2683e-05;1;
38400;8;5.2363e-05;1;
38500;8;4.7588e-05;1;
38600;8;4.3089e-05;1;
38700;8;3.9062e-05;1;
38800;8;3.0579e-05;1;
38900;8;4.2652e-05;1;
39000;8;3.4593e-05;1;
39100;8;4.6603e-05;1;
39200;8;4.3252e-05;1;
39300;8;4.0471e-05;1;
39400;8;7.56e-05;1;
39500;8;4.0191e-05;1;
39600;8;4.106e-05;1;
39700;8;0.000187259;1;
39800;8;4.9787e-05;1;
39900;8;5.0812e-05;1;
40000;8;4.8198e-05;1;
40100;8;4.8794e-05;1;
40200;8;4.9917e-05;1;
40300;8;4.9671e-05;1;
40400;8;4.9478e-05;1;
40500;8;4.7935e-05;1;
40600;8;4.8215e-05;1;
40700;8;4.7281e-05;1;
40800;8;4.8958e-05;1;
40900;8;4.7586e-05;1;
41000;8;4.9058e-05;1;
41100;8;0.000153877;1;
41200;8;0.00023098;1;
41300;8;0.000452188;1;
41400;8;4.9337e-05;1;
41500;8;4.3694e-05;1;
41600;8;4.6422e-05;1;
41700;8;4.4637e-05;1;
41800;8;4.6494e-05;1;
41900;8;4.4801e-05;1;
42000;8;3.8217e-05;1;
42100;8;0.000328862;1;
42200;8;0.00361372;1;
42300;8;0.000122694;1;
42400;8;6.6278e-05;1;
42500;8;6.2317e-05;1;
42600;8;6.0476e-05;1;
42700;8;6.1156e-05;1;
42800;8;5.9878e-05;1;
42900;8;5.9855e-05;1;
43000;8;6.0284e-05;1;
43100;8;6.2696e-05;1;
43200;8;5.997e-05;1;
43300;8;5.9311e-05;1;
43400;8;6.016e-05;1;
43500;8;5.6644e-05;1;
43600;8;5.8793e-05;1;
43700;8;4.9134e-05;1;
43800;8;6.3384e-05;1;
43900;8;5.6477e-05;1;
44000;8;5.1409e-05;1;
44100;8;4.8909e-05;1;
44200;8;0.000163642;1;
44300;8;4.5896e-05;1;
44400;8;5.0498e-05;1;
44500;8;0.000170193;1;
44600;8;5.9634e-05;1;
44700;8;0.000491698;1;
44800;8;7.81e-05;1;
44900;8;0.00740071;1;
45000;8;0.000184756;1;
45100;8;0.00281501;1;
45200;8;4.6025e-05;1;
45300;8;3.8189e-05;1;
45400;8;3.8078e-05;1;
45500;8;3.5474e-05;1;
45600;8;3.6055e-05;1;
45700;8;0.211803;1;
45800;8;0.000186103;1;
45900;8;7.7191e-05;1;
46000;8;0.000226214;1;
46100;8;7.5662e-05;1;
46200;8;0.000179145;1;
46300;8;0.00260382;1;
46400;8;6.3515e-05;1;
46500;8;4.9641e-05;1;
46600;8;4.6743e-05;1;
46700;8;4.6244e-05;1;
46800;8;4.9404e-05;1;
46900;8;5.3781e-05;1;
47000;8;3.6422e-05;1;
47100;8;5.758e-05;1;
47200;8;4.8869e-05;1;
47300;8;4.7545e-05;1;
47400;8;5.2064e-05;1;
47500;8;4.6162e-05;1;
47600;8;5.4741e-05;1;
47700;8;5.6778e-05;1;
47800;8;5.0612e-05;1;
47900;8;4.9818e-05;1;
48000;8;4.806e-05;1;
48100;8;5.4761e-05;1;
48200;8;5.1387e-05;1;
48300;8;5.2685e-05;1;
48400;8;0.000193344;1;
48500;8;3.841e-05;1;
48600;8;0.000529578;1;
48700;8;0.000211161;1;
48800;8;8.9685e-05;1;
48900;8;5.5887e-05;1;
49000;8;0.112681;1;
49100;8;0.000435719;1;
49200;8;0.00438774;1;
49300;8;0.000546944;1;
49400;8;0.00505298;1;
49500;8;0.000479669;1;
49600;8;0.00110412;1;
49700;8;0.0010578;1;
49800;8;0.00032071;1;
49900;8;0.00015866;1;
50000;8;0.000174763;1;
50100;8;0.00148265;1;
50200;8;5.1159e-05;1;
50300;8;5.038e-05;1;
50400;8;3.0968e-05;1;
50500;8;4.3609e-05;1;
50600;8;4.4879e-05;1;
50700;8;4.6885e-05;1;
50800;8;4.6512e-05;1;
50900;8;4.2743e-05;1;
51000;8;5.5064e-05;1;
51100;8;5.2416e-05;1;
51200;8;5.0631e-05;1;
51300;8;4.875e-05;1;
51400;8;5.5595e-05;1;
51500;8;5.6013e-05;1;
51600;8;5.1123e-05;1;
51700;8;6.8393e-05;1;
51800;8;5.5787e-05;1;
51900;8;4.4995e-05;1;
52000;8;4.5176e-05;1;
52100;8;4.6634e-05;1;
52200;8;4.4835e-05;1;
52300;8;4.4727e-05;1;
52400;8;0.000136879;1;
52500;8;0.00030551;1;
52600;8;0.00049677;1;
52700;8;4.9518e-05;1;
52800;8;0.000130149;1;
52900;8;4.9399e-05;1;
53000;8;4.7629e-05;1;
53100;8;5.0301e-05;1;
53200;8;4.6831e-05;1;
53300;8;4.8185e-05;1;
53400;8;4.6872e-05;1;
53500;8;4.4929e-05;1;
53600;8;5.5736e-05;1;
53700;8;4.3582e-05;1;
53800;8;0.36785;1;
53900;8;0.000241504;1;
54000;8;9.593e-05;1;
54100;8;0.000116175;1;
54200;8;0.000183261;1;
54300;8;0.000113674;1;
54400;8;8.666e-05;1;
54500;8;0.00109991;1;
54600;8;0.000152457;1;
54700;8;0.000136865;1;
54800;8;0.0001105;1;
54900;8;9.2074e-05;1;
55000;8;0.000103499;1;
55100;8;0.000118916;1;
55200;8;0.000752281;1;
55300;8;5.197e-05;1;
55400;8;5.1402e-05;1;
55500;8;4.6001e-05;1;
55600;8;4.902e-05;1;
55700;8;2.5624e-05;1;
55800;8;4.1477e-05;1;
55900;8;5.0426e-05;1;
56000;8;5.1564e-05;1;
56100;8;3.678e-05;1;
56200;8;7.7731e-05;1;
56300;8;0.000182698;1;
56400;8;0.000148551;1;
56500;8;0.000105128;1;
56600;8;0.000118435;1;
56700;8;0.000108807;1;
56800;8;0.00433761;1;
56900;8;0.00183999;1;
57000;8;0.00298862;1;
57100;8;0.000171228;1;
57200;8;0.000105941;1;
57300;8;0.000189175;1;
57400;8;9.335e-05;1;
57500;8;0.000187299;1;
57600;8;0.000865948;1;
57700;8;0.000678925;1;
57800;8;0.000108968;1;
57900;8;5.619e-05;1;
58000;8;0.0013934;1;
58100;8;0.000195084;1;
58200;8;0.000151622;1;
58300;8;0.000141762;1;
58400;8;0.000101142;1;
58500;8;6.5554e-05;1;
58600;8;4.5173e-05;1;
58700;8;0.0019495;1;
58800;8;0.000165629;1;
58900;8;0.000127981;1;
59000;8;9.1168e-05;1;
59100;8;0.000142001;1;
59200;8;0.000111043;1;
59300;8;0.000123409;1;
59400;8;0.0022877;1;
59500;8;0.00147941;1;
59600;8;5.3628e-05;1;
59700;8;4.6071e-05;1;
59800;8;0.347872;1;
59900;8;0.000342773;1;
60000;8;0.000721385;1;
60100;8;0.00269194;1;
60200;8;6.363e-05;1;
60300;8;5.1447e-05;1;
60400;8;5.1091e-05;1;
60500;8;4.8324e-05;1;
60600;8;5.4443e-05;1;
60700;8;5.5854e-05;1;
60800;8;4.6909e-05;1;
60900;8;4.7401e-05;1;
61000;8;4.682e-05;1;
61100;8;4.6164e-05;1;
61200;8;5.2021e-05;1;
61300;8;4.7887e-05;1;
61400;8;5.163e-05;1;
61500;8;5.2201e-05;1;
61600;8;0.00010688;1;
61700;8;3.7757e-05;1;
61800;8;4.9012e-05;1;
61900;8;0.00155934;1;
62000;8;0.000287948;1;
62100;8;0.00011214;1;
62200;8;0.00144659;1;
62300;8;5.6061e-05;1;
62400;8;5.0201e-05;1;
62500;8;4.8476e-05;1;
62600;8;4.7849e-05;1;
62700;8;4.7732e-05;1;
62800;8;4.7071e-05;1;
62900;8;4.5712e-05;1;
63000;8;4.5273e-05;1;
63100;8;4.1484e-05;1;
63200;8;4.5334e-05;1;
63300;8;4.3614e-05;1;
63400;8;0.00015881;1;
63500;8;4.4743e-05;1;
63600;8;4.6589e-05;1;
63700;8;4.4632e-05;1;
63800;8;4.5415e-05;1;
63900;8;4.2318e-05;1;
64000;8;4.4901e-05;1;
64100;8;4.2567e-05;1;
64200;8;4.6753e-05;1;
64300;8;4.5399e-05;1;
64400;8;4.2767e-05;1;
64500;8;4.5754e-05;1;
64600;8;4.4132e-05;1;
64700;8;4.5165e-05;1;
64800;8;4.6387e-05;1;
64900;8;4.621e-05;1;
65000;8;0.000133007;1;
65100;8;4.3416e-05;1;
65200;8;4.6557e-05;1;
65300;8;4.5535e-05;1;
65400;8;4.5134e-05;1;
65500;8;7.9198e-05;1;
65600;8;4.7854e-05;1;
65700;8;0.000211851;1;
65800;8;0.000159952;1;
65900;8;4.7568e-05;1;
66000;8;4.9484e-05;1;
66100;8;4.7135e-05;1;
66200;8;5.0542e-05;1;
66300;8;4.6927e-05;1;
66400;8;5.0383e-05;1;
66500;8;4.7677e-05;1;
66600;8;4.5612e-05;1;
66700;8;4.5093e-05;1;
66800;8;5.0228e-05;1;
66900;8;5.063e-05;1;
67000;8;5.0866e-05;1;
67100;8;5.0669e-05;1;
67200;8;5.0459e-05;1;
67300;8;5.0736e-05;1;
67400;8;5.0267e-05;1;
67500;8;5.0734e-05;1;
67600;8;5.0619e-05;1;
67700;8;5.19e-05;1;
67800;8;5.0779e-05;1;
67900;8;4.9768e-05;1;
68000;8;7.3523e-05;1;
68100;8;0.000101144;1;
68200;8;5.2424e-05;1;
68300;8;4.3512e-05;1;
68400;8;4.8709e-05;1;
68500;8;5.0536e-05;1;
68600;8;4.9867e-05;1;
68700;8;5.1488e-05;1;
68800;8;5.0347e-05;1;
68900;8;7.4078e-05;1;
69000;8;5.8485e-05;1;
69100;8;5.046e-05;1;
69200;8;0.000142687;1;
69300;8;0.000434795;1;
69400;8;0.000185116;1;
69500;8;4.6278e-05;1;
69600;8;4.833e-05;1;
69700;8;4.6737e-05;1;
69800;8;4.6809e-05;1;
69900;8;4.8301e-05;1;
70000;8;5.1291e-05;1;
70100;8;5.0192e-05;1;
70200;8;5.1748e-05;1;
70300;8;4.7354e-05;1;
70400;8;4.9988e-05;1;
70500;8;5.0077e-05;1;
70600;8;5.4182e-05;1;
70700;8;0.000160565;1;
70800;8;4.5221e-05;1;
70900;8;5.1938e-05;1;
71000;8;4.6327e-05;1;
71100;8;4.6629e-05;1;
71200;8;4.6629e-05;1;
71300;8;9.6172e-05;1;
71400;8;4.8269e-05;1;
71500;8;4.9844e-05;1;
71600;8;5.4297e-05;1;
71700;8;4.9727e-05;1;
71800;8;5.0006e-05;1;
71900;8;4.9947e-05;1;
72000;8;4.9489e-05;1;
72100;8;5.0508e-05;1;
72200;8;4.9902e-05;1;
72300;8;4.9708e-05;1;
72400;8;4.975e-05;1;
72500;8;4.9681e-05;1;
72600;8;4.9729e-05;1;
72700;8;5.7938e-05;1;
72800;8;5.0713e-05;1;
72900;8;5.0136e-05;1;
73000;8;0.000263231;1;
73100;8;0.00122285;1;
73200;8;5.1888e-05;1;
73300;8;4.5422e-05;1;
73400;8;4.6357e-05;1;
73500;8;4.8126e-05;1;
73600;8;4.6517e-05;1;
73700;8;4.5991e-05;1;
73800;8;4.5169e-05;1;
73900;8;4.6041e-05;1;
74000;8;4.3576e-05;1;
74100;8;5.0317e-05;1;
74200;8;0.129435;1;
74300;8;0.0054569;1;
74400;8;0.000656106;1;
74500;8;0.000331128;1;
74600;8;0.000225497;1;
74700;8;0.000102171;1;
74800;8;0.000179125;1;
74900;8;6.6714e-05;1;
75000;8;6.6505e-05;1;
75100;8;0.306621;1;
75200;8;0.000330302;1;
75300;8;0.00012276;1;
75400;8;0.000111981;1;
75500;8;0.000109276;1;
75600;8;0.000131873;1;
75700;8;8.5322e-05;1;
75800;8;0.00508643;1;
75900;8;0.000887507;1;
76000;8;0.000279239;1;
76100;8;9.203e-05;1;
76200;8;0.000126265;1;
76300;8;0.000354732;1;
76400;8;0.00483272;1;
76500;8;0.00018544;1;
76600;8;0.000245697;1;
76700;8;0.000126604;1;
76800;8;0.000112034;1;
76900;8;7.3906e-05;1;
77000;8;0.000898924;1;
77100;8;0.000145134;1;
77200;8;0.000233355;1;
77300;8;0.000374466;1;
77400;8;5.6178e-05;1;
77500;8;4.36e-05;1;
77600;8;5.6784e-05;1;
77700;8;4.8349e-05;1;
77800;8;4.4568e-05;1;
77900;8;3.9267e-05;1;
78000;8;3.4053e-05;1;
78100;8;2.0502e-05;1;
78200;8;4.9168e-05;1;
78300;8;3.9373e-05;1;
78400;8;4.0654e-05;1;
78500;8;3.6568e-05;1;
78600;8;3.597e-05;1;
78700;8;4.0779e-05;1;
78800;8;4.0784e-05;1;
78900;8;6.1679e-05;1;
79000;8;3.6801e-05;1;
79100;8;0.355772;1;
79200;8;0.000201029;1;
79300;8;0.000151102;1;
79400;8;0.000148849;1;
79500;8;0.00382541;1;
79600;8;0.00355223;1;
79700;8;0.000945318;1;
79800;8;0.000267916;1;
79900;8;0.00136136;1;
80000;8;0.000190494;1;
80100;8;0.124575;1;
80200;8;0.000211607;1;
80300;8;0.000200003;1;
80400;8;0.000279957;1;
80500;8;8.2857e-05;1;
80600;8;0.00690533;1;
80700;8;0.000373797;1;
80800;8;0.00101588;1;
80900;8;0.000480854;1;
81000;8;0.000183465;1;
81100;8;8.6351e-05;1;
81200;8;6.9038e-05;1;
81300;8;0.000119546;1;
81400;8;0.00265904;1;
81500;8;0.00172967;1;
81600;8;0.00438702;1;
81700;8;0.0029096;1;
81800;8;0.00142958;1;
81900;8;0.000111706;1;
82000;8;8.6268e-05;1;
82100;8;0.0497803;1;
82200;8;0.000252996;1;
82300;8;0.000102834;1;
82400;8;4.9872e-05;1;
82500;8;0.000195146;1;
82600;8;0.00188141;1;
82700;8;0.000374183;1;
82800;8;0.00379241;1;
82900;8;0.00227863;1;
83000;8;0.000135594;1;
83100;8;9.3001e-05;1;
83200;8;0.000765417;1;
83300;8;0.000141555;1;
83400;8;0.000123002;1;
83500;8;0.000126628;1;
83600;8;7.7816e-05;1;
83700;8;0.000125029;1;
83800;8;0.000139187;1;
83900;8;0.00101849;1;
84000;8;0.000124903;1;
84100;8;9.7741e-05;1;
84200;8;3.2339e-05;1;
84300;8;0.000119546;1;
84400;8;5.6548e-05;1;
84500;8;0.000131758;1;
84600;8;0.000992895;1;
84700;8;8.771e-05;1;
84800;8;0.000216152;1;
84900;8;7.2078e-05;1;
85000;8;0.000777633;1;
85100;8;0.000120188;1;
85200;8;8.0777e-05;1;
85300;8;8.5731e-05;1;
85400;8;0.000135516;1;
85500;8;4.1561e-05;1;
85600;8;4.4755e-05;1;
85700;8;5.9027e-05;1;
85800;8;2.0411e-05;1;
85900;8;0.133958;1;
86000;8;0.000766113;1;
86100;8;0.000145594;1;
86200;8;8.2041e-05;1;
86300;8;0.00341093;1;
86400;8;0.000868191;1;
86500;8;0.000924512;1;
86600;8;0.000113058;1;
86700;8;0.000156304;1;
86800;8;0.00040297;1;
86900;8;0.00093474;1;
87000;8;0.000363061;1;
87100;8;0.000114937;1;
87200;8;0.00146453;1;
87300;8;0.000118962;1;
87400;8;0.00186917;1;
87500;8;0.000551147;1;
87600;8;0.00308304;1;
87700;8;0.000697508;1;
87800;8;0.000115926;1;
87900;8;0.000247867;1;
88000;8;0.00049401;1;
88100;8;0.00121969;1;
88200;8;0.000183066;1;
88300;8;0.000112015;1;
88400;8;9.7847e-05;1;
88500;8;0.000830343;1;
88600;8;0.000155604;1;
88700;8;8.0494e-05;1;
88800;8;0.000186588;1;
88900;8;0.000111629;1;
89000;8;0.00143002;1;
89100;8;0.000176309;1;
89200;8;0.000149448;1;
89300;8;8.3765e-05;1;
89400;8;7.8232e-05;1;
89500;8;8.5264e-05;1;
89600;8;8.3932e-05;1;
89700;8;0.000103622;1;
89800;8;0.0012901;1;
89900;8;0.000122967;1;
90000;8;3.9661e-05;1;
90100;8;2.1394e-05;1;
90200;8;0.000131368;1;
90300;8;0.000111601;1;
90400;8;0.000153442;1;
90500;8;0.000118637;1;
90600;8;0.00075344;1;
90700;8;0.000220108;1;
90800;8;8.832e-05;1;
90900;8;4.6932e-05;1;
91000;8;5.0677e-05;1;
91100;8;3.2336e-05;1;
91200;8;3.9984e-05;1;
91300;8;4.4907e-05;1;
91400;8;4.26e-05;1;
91500;8;4.4571e-05;1;
