NumberOfThreads;NumberOfIterations;RunTime;HowFair; 
24300;4;0.00629782;1;
24400;4;0.00172312;1;
24500;4;0.00711894;1;
24600;4;0.00370619;1;
24700;4;0.00475518;1;
24800;4;0.00649127;1;
24900;4;0.000799518;1;
25000;4;0.00202669;1;
25100;4;1.1094e-05;1;
25200;4;1.2123e-05;1;
25300;4;1.2788e-05;1;
25400;4;1.2295e-05;1;
25500;4;1.164e-05;1;
25600;4;1.1102e-05;1;
25700;4;1.1996e-05;1;
25800;4;1.2584e-05;1;
25900;4;1.1824e-05;1;
26000;4;2.9183e-05;1;
26100;4;1.2377e-05;1;
26200;4;1.1485e-05;1;
26300;4;1.1858e-05;1;
26400;4;1.1769e-05;1;
26500;4;1.2225e-05;1;
26600;4;1.1599e-05;1;
26700;4;1.2684e-05;1;
26800;4;1.118e-05;1;
26900;4;1.1436e-05;1;
27000;4;1.1907e-05;1;
27100;4;1.1706e-05;1;
27200;4;1.2549e-05;1;
27300;4;1.1201e-05;1;
27400;4;1.1536e-05;1;
27500;4;1.2183e-05;1;
27600;4;1.1981e-05;1;
27700;4;1.2445e-05;1;
27800;4;1.1499e-05;1;
27900;4;0.000813999;1;
28000;4;4.0965e-05;1;
28100;4;1.175e-05;1;
28200;4;1.1358e-05;1;
28300;4;1.1792e-05;1;
28400;4;1.1807e-05;1;
28500;4;1.1934e-05;1;
28600;4;2.1924e-05;1;
28700;4;1.2915e-05;1;
28800;4;1.1752e-05;1;
28900;4;1.0953e-05;1;
29000;4;1.2128e-05;1;
29100;4;1.1022e-05;1;
29200;4;1.1373e-05;1;
29300;4;1.231e-05;1;
29400;4;1.134e-05;1;
29500;4;1.1486e-05;1;
29600;4;1.1948e-05;1;
29700;4;1.1856e-05;1;
29800;4;1.2573e-05;1;
29900;4;1.1868e-05;1;
30000;4;1.2414e-05;1;
30100;4;1.1731e-05;1;
30200;4;1.3879e-05;1;
30300;4;1.2677e-05;1;
30400;4;0.00337381;1;
30500;4;1.2498e-05;1;
30600;4;1.2209e-05;1;
30700;4;1.1894e-05;1;
30800;4;1.1919e-05;1;
30900;4;1.236e-05;1;
31000;4;1.2299e-05;1;
31100;4;1.2314e-05;1;
31200;4;1.1958e-05;1;
31300;4;1.2442e-05;1;
31400;4;1.3036e-05;1;
31500;4;1.2299e-05;1;
31600;4;1.2409e-05;1;
31700;4;1.1538e-05;1;
31800;4;1.1767e-05;1;
31900;4;1.3728e-05;1;
32000;4;1.1051e-05;1;
32100;4;1.1097e-05;1;
32200;4;1.1386e-05;1;
32300;4;1.2596e-05;1;
32400;4;1.2378e-05;1;
32500;4;1.2165e-05;1;
32600;4;1.1421e-05;1;
32700;4;1.1335e-05;1;
32800;4;9.2826e-05;1;
32900;4;1.2432e-05;1;
33000;4;1.1926e-05;1;
33100;4;1.1848e-05;1;
33200;4;1.1296e-05;1;
33300;4;1.215e-05;1;
33400;4;1.1993e-05;1;
33500;4;1.2947e-05;1;
33600;4;1.1659e-05;1;
33700;4;1.1323e-05;1;
33800;4;1.2583e-05;1;
33900;4;1.305e-05;1;
34000;4;1.2779e-05;1;
34100;4;1.237e-05;1;
34200;4;1.1806e-05;1;
34300;4;1.2215e-05;1;
34400;4;1.2079e-05;1;
34500;4;1.1976e-05;1;
34600;4;1.1934e-05;1;
34700;4;1.1848e-05;1;
34800;4;1.2392e-05;1;
34900;4;1.2766e-05;1;
35000;4;1.2194e-05;1;
35100;4;1.1365e-05;1;
35200;4;1.1485e-05;1;
35300;4;1.1526e-05;1;
35400;4;5.3822e-05;1;
35500;4;5.9429e-05;1;
35600;4;0.0136884;1;
35700;4;0.00750977;1;
35800;4;0.00829922;1;
35900;4;0.00504106;1;
36000;4;0.00290228;1;
36100;4;0.00316638;1;
36200;4;0.00353931;1;
36300;4;0.00572793;1;
36400;4;0.00365884;1;
36500;4;0.00503591;1;
36600;4;0.00246486;1;
36700;4;0.0047676;1;
36800;4;0.00249109;1;
36900;4;0.00199361;1;
37000;4;0.00836909;1;
37100;4;0.00484354;1;
37200;4;0.00371163;1;
37300;4;0.00155039;1;
37400;4;0.00418867;1;
37500;4;0.00592635;1;
37600;4;0.00306945;1;
37700;4;0.00359804;1;
37800;4;0.00196138;1;
37900;4;0.00290764;1;
38000;4;0.0042228;1;
38100;4;0.0013008;1;
38200;4;0.00223382;1;
38300;4;0.00272747;1;
38400;4;0.00236612;1;
38500;4;0.000957289;1;
38600;4;0.000447835;1;
38700;4;4.344e-05;1;
38800;4;8.2678e-05;1;
38900;4;7.943e-05;1;
39000;4;7.4281e-05;1;
39100;4;7.2666e-05;1;
39200;4;0.00322407;1;
39300;4;0.0114795;1;
39400;4;0.00368127;1;
39500;4;0.0039342;1;
39600;4;0.00380637;1;
39700;4;0.00270783;1;
39800;4;0.00608335;1;
39900;4;0.00221597;1;
40000;4;0.00331916;1;
40100;4;0.00522383;1;
40200;4;0.00318197;1;
40300;4;0.00393043;1;
40400;4;0.00307469;1;
40500;4;0.0043943;1;
40600;4;0.00387427;1;
40700;4;0.00178823;1;
40800;4;0.00498577;1;
40900;4;0.00452404;1;
41000;4;0.00218898;1;
41100;4;0.00292642;1;
41200;4;0.00419942;1;
41300;4;0.001378;1;
41400;4;0.00338065;1;
41500;4;0.00329864;1;
41600;4;0.00280657;1;
41700;4;0.00188477;1;
41800;4;0.00588897;1;
41900;4;0.00275126;1;
42000;4;0.00477155;1;
42100;4;0.0054017;1;
42200;4;0.00646365;1;
42300;4;0.00515303;1;
42400;4;0.00341664;1;
42500;4;0.0039191;1;
42600;4;0.00665534;1;
42700;4;0.0018802;1;
42800;4;0.000134566;1;
42900;4;7.1006e-05;1;
43000;4;6.3141e-05;1;
43100;4;5.7245e-05;1;
43200;4;6.0613e-05;1;
43300;4;7.1358e-05;1;
43400;4;5.9721e-05;1;
43500;4;6.0797e-05;1;
43600;4;6.3283e-05;1;
43700;4;0.00161083;1;
43800;4;1.3962e-05;1;
43900;4;1.2399e-05;1;
44000;4;1.2123e-05;1;
44100;4;1.3092e-05;1;
44200;4;1.2123e-05;1;
44300;4;1.293e-05;1;
44400;4;1.3444e-05;1;
44500;4;1.1723e-05;1;
44600;4;0.000170525;1;
44700;4;7.6649e-05;1;
44800;4;0.000339987;1;
44900;4;0.00453072;1;
45000;4;0.00864312;1;
45100;4;0.00225587;1;
45200;4;0.00714643;1;
45300;4;0.00407071;1;
45400;4;0.00272772;1;
45500;4;0.00473669;1;
45600;4;0.00415293;1;
45700;4;0.00449036;1;
45800;4;0.00197439;1;
45900;4;0.00453241;1;
46000;4;0.00238377;1;
46100;4;0.000313038;1;
46200;4;0.000363566;1;
46300;4;0.00030715;1;
46400;4;0.000122294;1;
46500;4;0.000499952;1;
46600;4;0.000387299;1;
46700;4;0.00323109;1;
46800;4;0.000289392;1;
46900;4;0.00535907;1;
47000;4;0.00477629;1;
47100;4;0.00620327;1;
47200;4;0.000801185;1;
47300;4;0.00398659;1;
47400;4;0.00695404;1;
47500;4;0.00350946;1;
47600;4;0.00542338;1;
47700;4;0.00144656;1;
47800;4;0.0275165;1;
47900;4;0.000193741;1;
48000;4;3.4074e-05;1;
48100;4;4.1217e-05;1;
48200;4;5.0508e-05;1;
48300;4;4.3946e-05;1;
48400;4;4.4244e-05;1;
48500;4;4.0123e-05;1;
48600;4;5.3101e-05;1;
48700;4;4.4662e-05;1;
48800;4;6.4165e-05;1;
48900;4;0.000625151;1;
49000;4;0.00564649;1;
49100;4;0.0086838;1;
49200;4;0.00923497;1;
49300;4;0.00795197;1;
49400;4;0.00778191;1;
49500;4;0.00639092;1;
49600;4;0.00462404;1;
49700;4;0.00671526;1;
49800;4;0.00603079;1;
49900;4;0.0138926;1;
50000;4;0.0020079;1;
50100;4;0.00453057;1;
50200;4;0.00638576;1;
50300;4;0.0111844;1;
50400;4;0.00839511;1;
50500;4;0.0122632;1;
50600;4;0.0127093;1;
50700;4;0.0116554;1;
50800;4;0.0066408;1;
50900;4;0.00484579;1;
51000;4;0.00683504;1;
51100;4;0.00841071;1;
51200;4;0.00419448;1;
51300;4;0.00450245;1;
51400;4;0.0045137;1;
51500;4;0.00637653;1;
51600;4;0.0169604;1;
51700;4;0.00268765;1;
51800;4;0.00345603;1;
51900;4;0.00578912;1;
52000;4;0.0053292;1;
52100;4;0.00528451;1;
52200;4;0.00358897;1;
52300;4;0.00689747;1;
52400;4;0.00457848;1;
52500;4;0.00457431;1;
52600;4;0.00471193;1;
52700;4;0.00455295;1;
52800;4;0.00315478;1;
52900;4;0.00266156;1;
53000;4;0.00409859;1;
53100;4;0.00297469;1;
53200;4;0.00590849;1;
53300;4;0.00312748;1;
53400;4;0.00290511;1;
53500;4;0.00238738;1;
53600;4;0.00378391;1;
53700;4;0.00359428;1;
53800;4;0.00283991;1;
53900;4;0.00392689;1;
54000;4;0.00437077;1;
54100;4;0.0126042;1;
54200;4;0.0050496;1;
54300;4;0.00382081;1;
54400;4;0.00153639;1;
54500;4;0.00468153;1;
54600;4;0.00236521;1;
54700;4;0.00331949;1;
54800;4;0.00427783;1;
54900;4;0.00477844;1;
55000;4;0.00355647;1;
55100;4;0.00115452;1;
55200;4;0.00263462;1;
55300;4;0.0322559;1;
55400;4;0.00517399;1;
55500;4;0.000863273;1;
55600;4;0.00384112;1;
55700;4;0.00638041;1;
55800;4;0.00252205;1;
55900;4;0.000314393;1;
56000;4;1.2703e-05;1;
56100;4;1.4041e-05;1;
56200;4;1.3844e-05;1;
56300;4;2.7006e-05;1;
56400;4;1.35e-05;1;
56500;4;1.3009e-05;1;
56600;4;1.4075e-05;1;
56700;4;1.2803e-05;1;
56800;4;1.3991e-05;1;
56900;4;1.3621e-05;1;
57000;4;1.3018e-05;1;
57100;4;1.3578e-05;1;
57200;4;1.2498e-05;1;
57300;4;1.269e-05;1;
57400;4;1.247e-05;1;
57500;4;1.3001e-05;1;
57600;4;1.253e-05;1;
57700;4;1.1839e-05;1;
57800;4;1.2819e-05;1;
57900;4;1.2305e-05;1;
58000;4;1.3449e-05;1;
58100;4;1.6919e-05;1;
58200;4;1.3969e-05;1;
58300;4;1.3364e-05;1;
58400;4;1.2514e-05;1;
58500;4;1.3174e-05;1;
58600;4;1.2953e-05;1;
58700;4;1.3035e-05;1;
58800;4;1.3547e-05;1;
58900;4;1.3304e-05;1;
59000;4;1.2472e-05;1;
59100;4;1.2623e-05;1;
59200;4;1.3329e-05;1;
59300;4;1.2995e-05;1;
59400;4;1.368e-05;1;
59500;4;1.2597e-05;1;
59600;4;1.3189e-05;1;
59700;4;1.26e-05;1;
59800;4;1.2551e-05;1;
59900;4;1.3601e-05;1;
60000;4;1.2562e-05;1;
60100;4;1.3124e-05;1;
60200;4;1.3194e-05;1;
60300;4;1.347e-05;1;
60400;4;1.1804e-05;1;
60500;4;1.316e-05;1;
60600;4;1.2511e-05;1;
60700;4;1.32e-05;1;
60800;4;1.2873e-05;1;
60900;4;1.3333e-05;1;
61000;4;1.2865e-05;1;
61100;4;1.2788e-05;1;
61200;4;1.3918e-05;1;
61300;4;6.8318e-05;1;
61400;4;1.3319e-05;1;
61500;4;1.2622e-05;1;
61600;4;1.3167e-05;1;
61700;4;1.2708e-05;1;
61800;4;1.2878e-05;1;
61900;4;1.2798e-05;1;
62000;4;0.00440109;1;
62100;4;1.2968e-05;1;
62200;4;1.2846e-05;1;
62300;4;1.4051e-05;1;
62400;4;1.3229e-05;1;
62500;4;1.3366e-05;1;
62600;4;1.2085e-05;1;
62700;4;1.3756e-05;1;
62800;4;1.2574e-05;1;
62900;4;1.3718e-05;1;
63000;4;1.4051e-05;1;
63100;4;1.2991e-05;1;
63200;4;1.341e-05;1;
63300;4;1.2712e-05;1;
63400;4;1.2864e-05;1;
63500;4;1.3235e-05;1;
63600;4;1.3842e-05;1;
63700;4;1.3181e-05;1;
63800;4;1.3441e-05;1;
63900;4;1.2078e-05;1;
64000;4;1.2827e-05;1;
64100;4;1.2849e-05;1;
64200;4;1.2839e-05;1;
64300;4;8.9841e-05;1;
64400;4;0.00618215;1;
64500;4;0.00601445;1;
64600;4;0.00735302;1;
64700;4;0.0119697;1;
64800;4;0.00617231;1;
64900;4;0.00403765;1;
65000;4;0.00482907;1;
65100;4;0.00447028;1;
65200;4;0.00518008;1;
65300;4;0.00411125;1;
65400;4;0.00515583;1;
65500;4;0.00299995;1;
65600;4;0.00290736;1;
65700;4;0.00445224;1;
65800;4;0.00393256;1;
65900;4;0.00530151;1;
66000;4;0.00433879;1;
66100;4;0.00291064;1;
66200;4;0.00451166;1;
66300;4;0.00587477;1;
66400;4;0.0044469;1;
66500;4;0.00448343;1;
66600;4;0.00468411;1;
66700;4;0.004296;1;
66800;4;0.00234822;1;
66900;4;0.00458589;1;
67000;4;0.0141404;1;
67100;4;0.00873172;1;
67200;4;0.00539125;1;
67300;4;0.00101681;1;
67400;4;0.00386314;1;
67500;4;0.00483683;1;
67600;4;0.00218807;1;
67700;4;0.00314699;1;
67800;4;0.00427268;1;
67900;4;0.00479866;1;
68000;4;0.00517555;1;
68100;4;0.00209339;1;
68200;4;0.00419158;1;
68300;4;0.00425283;1;
68400;4;0.0047725;1;
68500;4;0.00379018;1;
68600;4;0.00425616;1;
68700;4;0.00378639;1;
68800;4;0.0027447;1;
68900;4;0.00474939;1;
69000;4;0.00350697;1;
69100;4;0.00158611;1;
69200;4;0.00475471;1;
69300;4;0.00414062;1;
69400;4;0.00794277;1;
69500;4;0.0048765;1;
69600;4;0.00432933;1;
69700;4;0.00276654;1;
69800;4;0.00442;1;
69900;4;0.00471269;1;
70000;4;0.00391897;1;
70100;4;0.00310441;1;
70200;4;0.00312006;1;
70300;4;0.00420106;1;
70400;4;0.00457446;1;
70500;4;0.00985394;1;
70600;4;0.0106609;1;
70700;4;0.00704725;1;
70800;4;0.00475717;1;
70900;4;0.00467387;1;
71000;4;0.00660333;1;
71100;4;0.00658442;1;
71200;4;0.00370183;1;
71300;4;0.00806001;1;
71400;4;0.00346651;1;
71500;4;0.00394233;1;
71600;4;0.00363306;1;
71700;4;0.00402332;1;
71800;4;0.00570468;1;
71900;4;0.000592013;1;
72000;4;0.00368164;1;
72100;4;0.00665412;1;
72200;4;0.00117833;1;
72300;4;0.00441522;1;
72400;4;0.0032671;1;
72500;4;0.00121372;1;
72600;4;0.00462015;1;
72700;4;0.00324752;1;
72800;4;0.003526;1;
72900;4;0.00448236;1;
73000;4;0.00525093;1;
73100;4;0.0022154;1;
73200;4;0.00408051;1;
73300;4;0.00716432;1;
73400;4;0.000979021;1;
73500;4;1.218e-05;1;
73600;4;1.3779e-05;1;
73700;4;0.000246078;1;
73800;4;1.373e-05;1;
73900;4;1.3409e-05;1;
74000;4;1.329e-05;1;
74100;4;1.3331e-05;1;
74200;4;1.3403e-05;1;
74300;4;1.1269e-05;1;
74400;4;1.3399e-05;1;
74500;4;1.1174e-05;1;
74600;4;1.2774e-05;1;
74700;4;1.3224e-05;1;
74800;4;1.0671e-05;1;
74900;4;1.3513e-05;1;
75000;4;1.1131e-05;1;
75100;4;1.1273e-05;1;
75200;4;1.1294e-05;1;
75300;4;1.2718e-05;1;
75400;4;1.3302e-05;1;
75500;4;1.3489e-05;1;
75600;4;1.0466e-05;1;
75700;4;1.1602e-05;1;
75800;4;1.2534e-05;1;
75900;4;0.0478155;1;
76000;4;0.00276377;1;
76100;4;0.00626333;1;
76200;4;0.0066244;1;
76300;4;0.00168393;1;
76400;4;0.00048431;1;
76500;4;0.001829;1;
76600;4;0.00248185;1;
76700;4;0.000197227;1;
76800;4;0.00299528;1;
76900;4;0.00390954;1;
77000;4;0.00325603;1;
77100;4;0.00608405;1;
77200;4;0.00574423;1;
77300;4;0.000138086;1;
77400;4;0.00651724;1;
77500;4;0.0023952;1;
77600;4;0.00399985;1;
77700;4;0.00284691;1;
77800;4;0.00445709;1;
77900;4;0.00368716;1;
78000;4;0.00810941;1;
78100;4;0.00426692;1;
78200;4;0.00431191;1;
78300;4;0.00751864;1;
78400;4;0.00311394;1;
78500;4;0.0024885;1;
78600;4;0.00614707;1;
78700;4;0.00744184;1;
78800;4;0.00448069;1;
78900;4;0.00270063;1;
79000;4;0.000137522;1;
79100;4;0.000100357;1;
79200;4;9.6517e-05;1;
79300;4;6.0211e-05;1;
79400;4;4.5928e-05;1;
79500;4;4.6607e-05;1;
79600;4;4.62e-05;1;
79700;4;5.7501e-05;1;
79800;4;0.00163364;1;
79900;4;6.832e-05;1;
80000;4;3.3902e-05;1;
80100;4;4.425e-05;1;
80200;4;4.3068e-05;1;
80300;4;0.000114164;1;
80400;4;4.9371e-05;1;
80500;4;0.000998469;1;
80600;4;5.6881e-05;1;
80700;4;4.4202e-05;1;
80800;4;4.3405e-05;1;
80900;4;0.0061361;1;
81000;4;0.00613498;1;
81100;4;0.00420743;1;
81200;4;0.00590905;1;
81300;4;0.00756574;1;
81400;4;0.00597901;1;
81500;4;0.00353125;1;
81600;4;0.00770916;1;
81700;4;0.00380728;1;
81800;4;0.00609917;1;
81900;4;0.0057951;1;
82000;4;0.00175258;1;
82100;4;0.00429564;1;
82200;4;0.00460758;1;
82300;4;0.00334056;1;
82400;4;1.6157e-05;1;
82500;4;1.2601e-05;1;
82600;4;1.3137e-05;1;
82700;4;1.3576e-05;1;
82800;4;0.000374766;1;
82900;4;1.3045e-05;1;
83000;4;1.3227e-05;1;
83100;4;1.31e-05;1;
83200;4;1.2992e-05;1;
83300;4;1.1086e-05;1;
83400;4;1.231e-05;1;
83500;4;1.322e-05;1;
83600;4;1.2591e-05;1;
83700;4;1.307e-05;1;
83800;4;1.4242e-05;1;
83900;4;1.3518e-05;1;
84000;4;1.1999e-05;1;
84100;4;1.2873e-05;1;
84200;4;1.309e-05;1;
84300;4;1.4515e-05;1;
84400;4;1.2904e-05;1;
84500;4;1.296e-05;1;
84600;4;1.2955e-05;1;
84700;4;1.3249e-05;1;
84800;4;1.2025e-05;1;
84900;4;1.3626e-05;1;
85000;4;1.2011e-05;1;
85100;4;1.2433e-05;1;
85200;4;1.3596e-05;1;
85300;4;0.00427171;1;
85400;4;0.00458952;1;
85500;4;0.00143869;1;
85600;4;0.00329329;1;
85700;4;1.5503e-05;1;
85800;4;1.3025e-05;1;
85900;4;1.2812e-05;1;
86000;4;1.32e-05;1;
86100;4;1.2028e-05;1;
86200;4;1.3186e-05;1;
86300;4;1.2308e-05;1;
86400;4;1.3332e-05;1;
86500;4;1.3055e-05;1;
86600;4;1.3707e-05;1;
86700;4;1.3598e-05;1;
86800;4;1.32e-05;1;
86900;4;9.9108e-05;1;
87000;4;1.3326e-05;1;
87100;4;1.2894e-05;1;
87200;4;1.3021e-05;1;
87300;4;0.000129424;1;
87400;4;1.3005e-05;1;
87500;4;1.3633e-05;1;
87600;4;1.3089e-05;1;
87700;4;1.3445e-05;1;
87800;4;1.3331e-05;1;
87900;4;1.2998e-05;1;
88000;4;1.2279e-05;1;
88100;4;1.2866e-05;1;
88200;4;1.3498e-05;1;
88300;4;1.2549e-05;1;
88400;4;1.2321e-05;1;
88500;4;1.2197e-05;1;
88600;4;1.3247e-05;1;
88700;4;1.2715e-05;1;
88800;4;1.1902e-05;1;
88900;4;1.2671e-05;1;
89000;4;1.2638e-05;1;
89100;4;1.2706e-05;1;
89200;4;1.3426e-05;1;
89300;4;1.363e-05;1;
89400;4;1.2735e-05;1;
89500;4;1.2918e-05;1;
89600;4;1.205e-05;1;
89700;4;0.00846248;1;
89800;4;0.00415657;1;
89900;4;0.00162577;1;
90000;4;0.00493785;1;
90100;4;0.00168495;1;
90200;4;0.00483191;1;
90300;4;0.00351911;1;
90400;4;0.00454542;1;
90500;4;0.00314704;1;
90600;4;0.00311309;1;
90700;4;0.00449551;1;
90800;4;0.00447141;1;
90900;4;0.0033625;1;
91000;4;0.00255498;1;
91100;4;0.00542009;1;
91200;4;0.00406629;1;
91300;4;0.00292938;1;
91400;4;0.00432131;1;
91500;4;0.00850575;1;
91600;4;0.00458051;1;
91700;4;0.00153774;1;
91800;4;0.00824994;1;
91900;4;0.00477096;1;
92000;4;0.00104124;1;
92100;4;0.00218462;1;
92200;4;0.00124085;1;
92300;4;1.3801e-05;1;
92400;4;1.3175e-05;1;
92500;4;1.2984e-05;1;
92600;4;1.228e-05;1;
92700;4;0.00237664;1;
92800;4;9.8237e-05;1;
92900;4;0.000104607;1;
93000;4;3.2137e-05;1;
93100;4;6.4285e-05;1;
93200;4;6.2767e-05;1;
93300;4;6.2592e-05;1;
93400;4;0.00106777;1;
93500;4;0.00285163;1;
93600;4;0.00298751;1;
93700;4;0.00460762;1;
93800;4;0.00426294;1;
93900;4;0.00398885;1;
